timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1629372428061,295,get all todos,200,,jp@gc - stress test 1-1442,text,true,,91896,121,2000,2000,http://localhost:8080/todos,295,0,2
1629372428058,221,get all todos,200,,jp@gc - stress test 1-1444,text,true,,91896,121,2000,2000,http://localhost:8080/todos,220,0,0
1629372428052,194,get all todos,200,,jp@gc - stress test 1-1454,text,true,,91896,121,2000,2000,http://localhost:8080/todos,129,0,1
1629372428591,265,get all todos,200,,jp@gc - stress test 1-1543,text,true,,91896,121,2000,2000,http://localhost:8080/todos,236,0,194
1629372428580,63,get all todos,200,,jp@gc - stress test 1-1225,text,true,,91896,121,2000,2000,http://localhost:8080/todos,62,0,2
1629372428024,54,get all todos,200,,jp@gc - stress test 1-1480,text,true,,91896,121,2000,2000,http://localhost:8080/todos,54,0,1
1629372428782,38,get all todos,200,,jp@gc - stress test 1-1493,text,true,,91896,121,2000,2000,http://localhost:8080/todos,38,0,1
1629372428829,106,get all todos,200,,jp@gc - stress test 1-1548,text,true,,91896,121,2000,2000,http://localhost:8080/todos,105,0,1
1629372428069,473,get all todos,200,,jp@gc - stress test 1-1436,text,true,,91896,121,2000,2000,http://localhost:8080/todos,473,0,1
1629372428047,200,get all todos,200,,jp@gc - stress test 1-1460,text,true,,91896,121,2000,2000,http://localhost:8080/todos,119,0,1
1629372428027,671,get all todos,200,,jp@gc - stress test 1-1582,text,true,,91896,121,2000,2000,http://localhost:8080/todos,64,0,1
1629372428034,504,get all todos,200,,jp@gc - stress test 1-1478,text,true,,91896,121,2000,2000,http://localhost:8080/todos,137,0,1
1629372428027,93,get all todos,200,,jp@gc - stress test 1-1485,text,true,,91896,121,2000,2000,http://localhost:8080/todos,93,0,6
1629372428777,58,get all todos,200,,jp@gc - stress test 1-1542,text,true,,91896,121,2000,2000,http://localhost:8080/todos,58,0,2
1629372429003,54,get all todos,200,,jp@gc - stress test 1-1229,text,true,,91896,121,2000,2000,http://localhost:8080/todos,54,0,2
1629372428792,65,get all todos,200,,jp@gc - stress test 1-1296,text,true,,91903,121,2000,2000,http://localhost:8080/todos,32,0,2
1629372429111,36,get all todos,200,,jp@gc - stress test 1-1495,text,true,,91896,121,2000,2000,http://localhost:8080/todos,36,0,2
1629372429099,35,get all todos,200,,jp@gc - stress test 1-1494,text,true,,91896,121,2000,2000,http://localhost:8080/todos,34,0,2
1629372429120,130,get all todos,200,,jp@gc - stress test 1-1499,text,true,,91896,121,2000,2000,http://localhost:8080/todos,130,0,3
1629372429104,147,get all todos,200,,jp@gc - stress test 1-1230,text,true,,91896,121,2000,2000,http://localhost:8080/todos,147,0,3
1629372428797,70,get all todos,200,,jp@gc - stress test 1-834,text,true,,91896,121,2000,2000,http://localhost:8080/todos,29,0,1
1629372429124,95,get all todos,200,,jp@gc - stress test 1-1235,text,true,,91896,121,2000,2000,http://localhost:8080/todos,95,0,2
1629372429140,244,get all todos,200,,jp@gc - stress test 1-229,text,true,,91896,121,2000,2000,http://localhost:8080/todos,147,0,6
1629372429319,24,get all todos,200,,jp@gc - stress test 1-1399,text,true,,91896,121,2000,2000,http://localhost:8080/todos,23,0,2
1629372429094,125,get all todos,200,,jp@gc - stress test 1-1295,text,true,,91896,121,2000,2000,http://localhost:8080/todos,125,0,2
1629372429153,297,get all todos,200,,jp@gc - stress test 1-346,text,true,,91896,121,2000,2000,http://localhost:8080/todos,297,0,1
1629372429128,256,get all todos,200,,jp@gc - stress test 1-847,text,true,,91896,121,2000,2000,http://localhost:8080/todos,159,0,1
1629372429162,321,get all todos,200,,jp@gc - stress test 1-356,text,true,,91896,121,2000,2000,http://localhost:8080/todos,321,0,1
1629372429118,41,get all todos,200,,jp@gc - stress test 1-1231,text,true,,91896,121,2000,2000,http://localhost:8080/todos,41,0,1
1629372429134,84,get all todos,200,,jp@gc - stress test 1-1500,text,true,,91896,121,2000,2000,http://localhost:8080/todos,84,0,1
1629372429153,313,get all todos,200,,jp@gc - stress test 1-230,text,true,,91896,121,2000,2000,http://localhost:8080/todos,313,0,1
1629372429131,156,get all todos,200,,jp@gc - stress test 1-877,text,true,,91896,121,2000,2000,http://localhost:8080/todos,121,0,1
1629372429145,305,get all todos,200,,jp@gc - stress test 1-242,text,true,,91896,121,2000,2000,http://localhost:8080/todos,305,0,0
1629372429560,70,get all todos,200,,jp@gc - stress test 1-625,text,true,,91896,121,2000,2000,http://localhost:8080/todos,39,0,1
1629372429125,70,get all todos,200,,jp@gc - stress test 1-820,text,true,,91896,121,2000,2000,http://localhost:8080/todos,70,0,0
1629372429121,129,get all todos,200,,jp@gc - stress test 1-825,text,true,,91896,121,2000,2000,http://localhost:8080/todos,128,0,1
1629372429126,92,get all todos,200,,jp@gc - stress test 1-819,text,true,,91896,121,2000,2000,http://localhost:8080/todos,69,0,2
1629372429155,478,get all todos,200,,jp@gc - stress test 1-350,text,true,,91896,121,2000,2000,http://localhost:8080/todos,478,0,2
1629372429123,225,get all todos,200,,jp@gc - stress test 1-824,text,true,,91896,121,2000,2000,http://localhost:8080/todos,164,0,1
1629372429340,451,get all todos,200,,jp@gc - stress test 1-818,text,true,,91896,121,2000,2000,http://localhost:8080/todos,451,0,0
1629372429340,419,get all todos,200,,jp@gc - stress test 1-1487,text,true,,91896,121,2000,2000,http://localhost:8080/todos,419,0,2
1629372429885,31,get all todos,200,,jp@gc - stress test 1-1422,text,true,,91904,121,2000,2000,http://localhost:8080/todos,27,0,2
1629372429150,490,get all todos,200,,jp@gc - stress test 1-237,text,true,,91896,121,2000,2000,http://localhost:8080/todos,137,0,1
1629372429312,40,get all todos,200,,jp@gc - stress test 1-1360,text,true,,91896,121,2000,2000,http://localhost:8080/todos,25,0,2
1629372429167,496,get all todos,200,,jp@gc - stress test 1-362,text,true,,91896,121,2000,2000,http://localhost:8080/todos,496,0,3
1629372429148,334,get all todos,200,,jp@gc - stress test 1-238,text,true,,91896,121,2000,2000,http://localhost:8080/todos,333,0,1
1629372429160,290,get all todos,200,,jp@gc - stress test 1-352,text,true,,91896,121,2000,2000,http://localhost:8080/todos,290,0,1
1629372429567,32,get all todos,200,,jp@gc - stress test 1-822,text,true,,91896,121,2000,2000,http://localhost:8080/todos,32,0,1
1629372429325,542,get all todos,200,,jp@gc - stress test 1-841,text,true,,91896,121,2000,2000,http://localhost:8080/todos,59,0,1
1629372429155,377,get all todos,200,,jp@gc - stress test 1-231,text,true,,91896,121,2000,2000,http://localhost:8080/todos,377,0,1
1629372429339,395,get all todos,200,,jp@gc - stress test 1-845,text,true,,91896,121,2000,2000,http://localhost:8080/todos,395,0,1
1629372429337,296,get all todos,200,,jp@gc - stress test 1-743,text,true,,91896,121,2000,2000,http://localhost:8080/todos,296,0,2
1629372429325,59,get all todos,200,,jp@gc - stress test 1-1501,text,true,,91896,121,2000,2000,http://localhost:8080/todos,59,0,1
1629372429555,359,get all todos,200,,jp@gc - stress test 1-1141,text,true,,91896,121,2000,2000,http://localhost:8080/todos,44,0,1
1629372429912,128,get all todos,200,,jp@gc - stress test 1-1511,text,true,,91896,121,2000,2000,http://localhost:8080/todos,127,0,1
1629372429164,442,get all todos,200,,jp@gc - stress test 1-357,text,true,,91896,121,2000,2000,http://localhost:8080/todos,435,0,2
1629372429152,331,get all todos,200,,jp@gc - stress test 1-236,text,true,,91896,121,2000,2000,http://localhost:8080/todos,331,0,1
1629372429568,472,get all todos,200,,jp@gc - stress test 1-624,text,true,,91896,121,2000,2000,http://localhost:8080/todos,409,0,346
1629372429331,53,get all todos,200,,jp@gc - stress test 1-369,text,true,,91896,121,2000,2000,http://localhost:8080/todos,53,0,1
1629372429151,233,get all todos,200,,jp@gc - stress test 1-232,text,true,,91896,121,2000,2000,http://localhost:8080/todos,136,0,1
1629372429554,45,get all todos,200,,jp@gc - stress test 1-879,text,true,,91896,121,2000,2000,http://localhost:8080/todos,45,0,1
1629372429142,666,get all todos,200,,jp@gc - stress test 1-244,text,true,,91904,121,2000,2000,http://localhost:8080/todos,666,0,0
1629372429329,55,get all todos,200,,jp@gc - stress test 1-951,text,true,,91896,121,2000,2000,http://localhost:8080/todos,55,0,1
1629372429157,262,get all todos,200,,jp@gc - stress test 1-351,text,true,,91896,121,2000,2000,http://localhost:8080/todos,261,0,2
1629372429142,280,get all todos,200,,jp@gc - stress test 1-248,text,true,,91904,121,2000,2000,http://localhost:8080/todos,280,0,1
1629372429327,432,get all todos,200,,jp@gc - stress test 1-368,text,true,,91896,121,2000,2000,http://localhost:8080/todos,57,0,1
1629372429333,437,get all todos,200,,jp@gc - stress test 1-374,text,true,,91896,121,2000,2000,http://localhost:8080/todos,51,0,1
1629372429563,353,get all todos,200,,jp@gc - stress test 1-365,text,true,,91896,121,2000,2000,http://localhost:8080/todos,36,0,2
1629372429167,222,get all todos,200,,jp@gc - stress test 1-358,text,true,,91896,121,2000,2000,http://localhost:8080/todos,221,0,3
1629372429564,455,get all todos,200,,jp@gc - stress test 1-375,text,true,,91896,121,2000,2000,http://localhost:8080/todos,35,0,0
1629372429564,35,get all todos,200,,jp@gc - stress test 1-1416,text,true,,91896,121,2000,2000,http://localhost:8080/todos,35,0,1
1629372430075,62,get all todos,200,,jp@gc - stress test 1-1218,text,true,,91896,121,2000,2000,http://localhost:8080/todos,62,0,2
1629372429646,52,get all todos,200,,jp@gc - stress test 1-618,text,true,,91896,121,2000,2000,http://localhost:8080/todos,52,0,2
1629372429332,436,get all todos,200,,jp@gc - stress test 1-370,text,true,,91896,121,2000,2000,http://localhost:8080/todos,436,0,1
1629372429332,793,get all todos,200,,jp@gc - stress test 1-740,text,true,,91896,121,2000,2000,http://localhost:8080/todos,52,0,1
1629372429322,408,get all todos,200,,jp@gc - stress test 1-1236,text,true,,91896,121,2000,2000,http://localhost:8080/todos,62,0,1
1629372429549,50,get all todos,200,,jp@gc - stress test 1-1505,text,true,,91896,121,2000,2000,http://localhost:8080/todos,50,0,2
1629372430194,54,get all todos,200,,jp@gc - stress test 1-601,text,true,,91896,121,2000,2000,http://localhost:8080/todos,54,0,1
1629372430216,67,get all todos,200,,jp@gc - stress test 1-1417,text,true,,91896,121,2000,2000,http://localhost:8080/todos,35,0,4
1629372429144,280,get all todos,200,,jp@gc - stress test 1-243,text,true,,91896,121,2000,2000,http://localhost:8080/todos,70,0,1
1629372430208,106,get all todos,200,,jp@gc - stress test 1-1200,text,true,,91918,121,2000,2000,http://localhost:8080/todos,38,0,2
1629372430295,50,get all todos,200,,jp@gc - stress test 1-813,text,true,,91896,121,2000,2000,http://localhost:8080/todos,50,0,1
1629372430191,33,get all todos,200,,jp@gc - stress test 1-606,text,true,,91904,121,2000,2000,http://localhost:8080/todos,21,0,2
1629372430202,57,get all todos,200,,jp@gc - stress test 1-588,text,true,,91896,121,2000,2000,http://localhost:8080/todos,44,0,1
1629372430201,174,get all todos,200,,jp@gc - stress test 1-1201,text,true,,91896,121,2000,2000,http://localhost:8080/todos,173,0,4
1629372430295,35,get all todos,200,,jp@gc - stress test 1-812,text,true,,91896,121,2000,2000,http://localhost:8080/todos,34,0,1
